id,review.status,review.reviewer,review.log,label.fullName.de,label.fullName.en,label.short.de,label.short.en,definition.de,definition.en,hasParent,isSuccessorOf,employsAcceleratorTypes,isInstanceOf,primaryBeamParticles,secondaryBeamParticles,lifeCycle.currentStatus,lifeCycle.operation.startYear,lifeCycle.operation.endYear,hasHost,is_BMBF_FIS,primaryApplications,secondaryApplications,links.homepage.de,links.homepage.en,researchAgenda.path,researchAgenda.layoutGroup,researchAgenda.topics,researchAgenda.objectives,cost.realization__euro,parameters.length__m,parameters.E_0__eV,parameters.E_1__eV,parameters.srPowerLoss__w,cost.operationalPerYear,parameters.luminosity,parameters.repetitionRate,parameters.pulseDuration,parameters.magneticField,parameters.cmEnergy,parameters.electricGradient,parameters.events,isUserFacility,parameters.emittance__mrad,links.references,parameters.powerConsumption__W,hasWorkingGroups,lifeCycle.design.startYear,lifeCycle.realization.startYear
:kit-atp/kara,01: in preparation,,,Karlsruhe Research Accelerator KARA,Karlsruhe Research Accelerator KARA,KARA,KARA,"Der Karlsruhe Research Accelerator (KARA) ist ein Speicherring für Elektronenstrahlen im Energiebereich von 500 bis 2.500 MeV, der für die Beschleunigerforschung und als Quelle für intensive elektromagnetische Synchrotronstrahlung genutzt wird. ","The Karlsruhe Research Accelerator (KARA) is a storage ring for electron beams in the energy range of 500 to 2,500 MeV, used for accelerator research and as a source of intense electromagnetic synchrotron radiation. ",:kit-atp,,/accelerator/microtron/circular-microtron,/facility/accelerator-based-facility/photon-source/,electrons,photons,/facility-life-cycle/3.1_operation,2000,,:kit,false,/accelerator-application/science-application/accelerator-research,/accelerator-application/science-application/matter-research/photon-science,,,accelerator-science.prototypes.kara,test-facilities,"materials.sensor-materials,energy-supply.operation-optimization,energy-supply.networks-and-systems,beam-modeling.ultra-short-pulses,measurement-and-control.high-resolution-diagnostics,measurement-and-control.machine-learning",facility.energy-efficiency,,110,5E8,2.5E9,,,,,,,,,,false,,,,,,
:kit-atp,01: in preparation,,,KIT Accelerator Technology Platform,KIT Accelerator Technology Platform,KIT ATP,KIT ATP,,,,,,/facility/facility-complex/,,,/facility-life-cycle/3.1_operation,,,:kit,false,/accelerator-application/science-application/accelerator-research,,,,,,,,,,,,,,,,,,,,,false,,,,,,
:lux,01: in preparation,,,Plasma-Beschleuniger LUX ,LUX Plasma Accelerator,LUX,LUX,Testanlage für die Entwicklung von laserplasmagestützten Injektoren für Synchrotronlichtquellen,Test facility for the development of laser plasma-assisted injectors for synchrotron light sources,,,,,photons,electrons,/facility-life-cycle/3.1_operation,,,:desy,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.accelerators.lux,,"ultracompact.laser-plasma-accelerator,measurement-and-control.machine-learning","facility.size,beam.particle-energy-spread",,,,4E8,,,,,,,,,,false,,,,:desy/m/mpl,,
:mami,01: in preparation,,,Mainzer Mikrotron,Mainzer Mikrotron,MAMI,MAMI,,,,,/accelerator/microtron,/accelerator/microtron,electrons,,/facility-life-cycle/3.1_operation,1979,,:uni-mainz,false,/accelerator-application/science-application/hadron-physics,/accelerator-application/science-application/accelerator-research,,,hadron-physics.mami,test-facilities,,,,,,,,,,,,,1.500,,,true,,,,,,
:kit-atp/mcf/lasmaglab,01: in preparation,,,LASMagLab,LASMagLab,,,"Messplatz nach neuestem Stand der Technik für normalleitende und permanente Beschleunigermagnete, der mehrere Techniken wie 3D-Hallsonden-Scans, Messungen mit gestrecktem Draht und Feldintegralmessungen mit rotierender Spule integriert. ","State-of-the-art measurement bench for normal conducting and permanent accelerator magnets that integrates multiple techniques such as 3D Hall probe scans, stretched wire and rotating coil field integral measurements. ",:kit-atp/mcf,,,/facility/,,,/facility-life-cycle/3.1_operation,,,:kit,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.aux.mcf,,,,,,,,,,,,,,,,,false,,,,,,
:mesa,01: in preparation,,,Mainz Energy-Recovering Superconducting Accelerator,Mainz Energy-Recovering Superconducting Accelerator,MESA,MESA,,,,,,/accelerator/erl,electrons,,/facility-life-cycle/2.2_construction,2023,2030,:uni-mainz,false,/accelerator-application/science-application/hadron-physics,/accelerator-application/science-application/accelerator-research,https://www.mesa.uni-mainz.de/#teilchenbeschleuniger,,hadron-physics.mesa,user-facilities,"materials.high-frequency-resonators,energy-supply.erl",facility.energy-efficiency,,,,,,,,,,,0.155,,,true,,,,,,
:mit,01: in preparation,,,Marburger Ionenstrahl-Therapiezentrum ,Marburger Ionenstrahl-Therapiezentrum ,,,Marburger Ionenstrahl-Therapiezentrum ,Marburger Ionenstrahl-Therapiezentrum ,,,,,ions,,/facility-life-cycle/3.1_operation,2015,,,false,/accelerator-application/medical-application/,,,,,user-facilities,,,,,,,,,,,,,,,,true,,,,,,
:mls,01: in preparation,,,Metrology Light Source,Metrology Light Source,MLS,MLS,"Speicherring für Elektronen mit Energien zwischen 105 Millionen und 630 Millionen Elektronenvolt und einem Umfang von 48 Metern. Der MLS speichert Strahlungsintensitäten von einem einzelnen Elektron bis zu mehreren zehn Milliarden Elektronen, wobei die Intensität der emittierten Strahlung den entsprechenden Bereich abdeckt. Da die Eigenschaften der emittierten Strahlung nach ersten Prinzipien berechnet werden können, dient die MLS als „Standardkerze“ für die Kalibrierung anderer Quellen oder Spektrometer.","Storage ring for electrons with energies between 105 million and 630 million electronvolts and a circumference of 48 metres. The MLS stores beam intensities ranging from a single electron to tens of billions of electrons, with the intensity of the emitted radiation covering the corresponding range. Since the properties of the emitted radiation can be calculated from first principles, the MLS serves as a _standard candle_ for the calibration of other sources or spectrometers.",,,/accelerator/synchrotron/storage-ring/,/facility/accelerator-based-facility/photon-source/synchrotron-light-source,electrons,photons,/facility-life-cycle/3.1_operation,2008,,:hzb,false,/accelerator-application/metrology,,,,photon-science.mls,user-facilities,beam-modeling.ultra-short-pulses,,,,,,,,,,,,,,,true,,,,,,
:petra-3,01: in preparation,,,PETRA III,PETRA III,PETRA III,PETRA III,,,,,/accelerator/synchrotron/,/facility/accelerator-based-facility/photon-source/synchrotron-light-source/3rd-generation,electrons,photons,/facility-life-cycle/3.1_operation,2000,2025,:desy,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.petra.petra-iii,user-facilities,energy-supply.operation-optimization,,,2304,,,,,,,,,,,,true,,,,,,
:petra-4,01: in preparation,,,PETRA IV,PETRA IV,PETRA IV,PETRA IV,,,,:petra-3,/accelerator/synchrotron/,/facility/accelerator-based-facility/photon-source/synchrotron-light-source/4th-generation,electrons,photons,/facility-life-cycle/2.1_preparation,2027,2040,:desy,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.petra.petra-iv,user-facilities,"ultracompact.laser-plasma-injector,magnet-technology.undulators,cavity-technology.injectors,energy-supply.operation-optimization,energy-supply.networks-and-systems,beam-modeling.machine-learning",beam.emittance,250-300m Euro (HR2015),2304,,,,71.6m Euro (HR2015),,,,,,,,true,,,,,,
:phelix,02: in prereview,,,PW-class laser PHELIX with dedicated plasma accelerator,PW-class laser PHELIX with dedicated plasma accelerator,(LASER) PHELIX,(LASER) PHELIX,,,,,,/facility/laser-facility,photons,,/facility-life-cycle/3.1_operation,2008,,,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.lasers.phelix,test-facilities,"ultracompact.laser-plasma-accelerator,beam-modeling.ultra-short-pulses",,,,,,,,,,,,,,,false,,,,,,
:plasmedx,02: in prereview,,,Plasmabasierte lasergetriebene Röntgenquelle für die medizinische Bildgebung ,Plasma-based laser-driven X-ray source for medical imaging ,PLASMED X,PLASMED X,,,,,,,electrons,photons,/facility-life-cycle/2.1_preparation,,,,false,/accelerator-application/medical-application/,,,,accelerator-science.lasers.kaldera,,,"user.availability,facility.size,facility.construction-cost",,,,,,,,,,,,,,true,,,,,,
:polaris,01: in preparation,,,Petawatt-Laserverstärker für strahlungsintensive Experimente,Petawatt Optical Laser Amplifier for Radiation Intensive ExperimentS,POLARIS,,,,,,,/facility/laser-facility,,,,,,,false,/accelerator-application/science-application/accelerator-research,,,,,,,,,,,,,,,,,,,,,false,,,,,,
:regae,02: in prereview,,,Relativistische Elektronenquelle für die Untersuchung von Atomen ,Relativistic Electron Gun for Atomic Exploration ,REGAE,REGAE,"Quelle für ultrakurze Elektronenpulse für die Beschleunigungsforschung sowie für Experimente zur zeitaufgelösten Beugung an Kristallen, Flüssigkeiten und Oberflächen. Das Akronym REGAE steht für _Relativistic Electron Gun for Atomic Exploration_.","Source of ultra-short electron pulses for accelerator research and time-resolved diffraction experiments on crystals, liquids and surfaces. The acronym REGAE stands for _Relativistic Electron Gun for Atomic Exploration_.",,,,/accelerator/linear-accelerator/,electrons,,/facility-life-cycle/3.1_operation,2011,,:desy,false,/accelerator-application/science-application/hadron-physics,,,,hadron-physics.ragae,user-facilities,"beam-modeling.ultra-short-pulses,beam-modeling.s2e-fel-simulation,measurement-and-control.high-precision-control",,,,,,,,,,,,,,,true,,,,,,
:s-dalinac,01: in preparation,,,Supraleitender Linearbeschleuniger in Darmstadt,Superconducting-DArmstadt-LINear-ACcelerator,S-DALINAC,S-DALINAC,"Supraleitender Elektronenbeschleuniger, der sowohl im Dauerstrich- als auch im Energierückgewinnungs-Modus betrieben werden kann. ","Supraleitender Elektronenbeschleuniger, der sowohl im Dauerstrich- als auch im Energierückgewinnungs-Modus betrieben werden kann. ",,,/accelerator/microtron,/accelerator/erl,electrons,,/facility-life-cycle/3.1_operation,1991,,:tu-darmstadt,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.accelerators.s-dalinac,test-facilities,energy-supply.erl,,,,,,,,,,,,,,,false,,,,,,
:supralab,02: in prereview,,,"Testinfrastruktur für Beschleuniger, supraleitende Hochfrequenzsysteme und kryogene Anwendungen","Test infrastructure for accelerator devices, superconducting radio-frequency systems and cryogenic applications",Supralab,Supralab,Testinfrastruktur für supraleitende Hochfrequenzsysteme,Testinfrastruktur für supraleitende Hochfrequenzsysteme,,,,,,,/facility-life-cycle/3.1_operation,2017,,:hzb,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.aux.supralab,test-facilities,materials.high-frequency-resonators,,,,,,,,,,,,,,,false,,,,,,
:uni-jena-ibc,01: in preparation,,,Ionenstrahlzentrum Uni Jena,Ion Beam Centre University of Jena,,,,,,,/accelerator/linear-accelerator/,/facility/accelerator-based-facility/ion-beam-facility,,,,,,:uni-jena,false,,,,,,,,,,,,,,,,,,,,,,false,,,,,,
:uptd,01: in preparation,,,Universitäts Protonen Therapie Dresden,University Proton Therapy Dresden,UPTD,UPTD,Universitäts-Protonen-Therapie Dresden,Universitäts-Protonen-Therapie Dresden,,,/accelerator/linear-accelerator/,/facility/accelerator-based-facility/medical-facility/beam-therapy/proton-beam-therapy,protons,,/facility-life-cycle/3.1_operation,2014,,,false,/accelerator-application/medical-application/,,,,,,,,,,,,,,,,,,,,,true,,,,,,
:wpe,02: in prereview,,,Westdeutsches Protonentherapiezentrum Essen,West German Proton Therapy Centre Essen,WPE,WPE,Westdeutsches Protonentherapiezentrum Essen,Westdeutsches Protonentherapiezentrum Essen,,,/accelerator/linear-accelerator/,/facility/accelerator-based-facility/medical-facility/beam-therapy/proton-beam-therapy,protons,,/facility-life-cycle/3.1_operation,2013,,,false,/accelerator-application/medical-application/,,,,,,,,,,,,,,,,,,,,,true,,,0E0,,,
:fair/esr/cryring,01: in preparation,,,CRYRING@ESR,CRYRING@ESR,CRYRING@ESR,CRYRING@ESR,,,:fair/esr,,/accelerator/synchrotron/storage-ring/,/accelerator/synchrotron/storage-ring/,protons,,/facility-life-cycle/2.2_construction,,,:fair,true,/accelerator-application/science-application/hadron-physics,,,,,,,,,,,,,,,,,,,,,true,,,,,,
:kit-atp/kara/01-microtron,01: in preparation,,,KARA-Mikrotron (1. Stufe des KARA-Beschleunigerkomplexes),KARA-Microtron (1st stage of the KARA accelerator complex),KARA-Mikrotron,KARA-Microtron,"Das Kara-Mikrotron ist der erste der beiden Vorbeschleuniger für den KARA-Speicherring, mit dem Elektronen aus einer Elektronenquelle von 0,093 MeV auf 53 MeV beschleunigt werden.",The first stage of pre-acceleration at KARA consists of a microtron that accelerates electrons from 0.093 MeV to 53 MeV.,:kit-atp/kara,,/accelerator/synchrotron/booster-synchrotron,/accelerator/microtron/circular-microtron,electrons,photons,/facility-life-cycle/3.1_operation,2000,,:kit,false,/accelerator-application/science-application/accelerator-research,/accelerator-application/science-application/matter-research/photon-science,,,accelerator-science.prototypes.kara,test-facilities,"materials.sensor-materials,energy-supply.operation-optimization,energy-supply.networks-and-systems,beam-modeling.ultra-short-pulses,measurement-and-control.high-resolution-diagnostics,measurement-and-control.machine-learning",facility.energy-efficiency,,,9.3E4,5.3E7,,,,,,,,,,false,,,,,,
:kit-atp/kara/02-booster-synchrotron,01: in preparation,,,KARA Booster-Synchrotron (2. Stufe des KARA-Beschleunigerkomplexes),KARA booster synchrotron (2nd stage of the KARA accelerator complex),KARA Booster Synchrotron,KARA booster synchrotron,"Der Karlsruhe Research Accelerator (KARA) ist ein Speicherring für Elektronenstrahlen im Energiebereich von 500 bis 2.500 MeV, der für die Beschleunigerforschung und als Quelle für intensive elektromagnetische Synchrotronstrahlung genutzt wird. ","The Karlsruhe Research Accelerator (KARA) is a storage ring for electron beams in the energy range of 500 to 2,500 MeV, used for accelerator research and as a source of intense electromagnetic synchrotron radiation. ",:kit-atp/kara,,/accelerator/synchrotron/storage-ring/,/accelerator/synchrotron/booster-synchrotron,electrons,photons,/facility-life-cycle/3.1_operation,2000,,:kit,false,/accelerator-application/science-application/accelerator-research,/accelerator-application/science-application/matter-research/photon-science,,,accelerator-science.prototypes.kara,test-facilities,"materials.sensor-materials,energy-supply.operation-optimization,energy-supply.networks-and-systems,beam-modeling.ultra-short-pulses,measurement-and-control.high-resolution-diagnostics,measurement-and-control.machine-learning",facility.energy-efficiency,,110,5.3E7,5E8,,,,,,,,,,false,,,,,,
:kit-atp/kara/03-storage-ring,01: in preparation,,,KARA-Speicherring (Endstufe des KARA-Beschleunigerkomplexes),Karlsruhe Research Accelerator KARA,KARA,KARA,"Der Karlsruhe Research Accelerator (KARA) ist ein Speicherring für Elektronenstrahlen im Energiebereich von 500 bis 2.500 MeV, der für die Beschleunigerforschung und als Quelle für intensive elektromagnetische Synchrotronstrahlung genutzt wird. ","The Karlsruhe Research Accelerator (KARA) is a storage ring for electron beams in the energy range of 500 to 2,500 MeV, used for accelerator research and as a source of intense electromagnetic synchrotron radiation. ",:kit-atp/kara,,,/accelerator/synchrotron/storage-ring/,electrons,photons,/facility-life-cycle/3.1_operation,2000,,:kit,false,/accelerator-application/science-application/accelerator-research,/accelerator-application/science-application/matter-research/photon-science,,,accelerator-science.prototypes.kara,test-facilities,"materials.sensor-materials,energy-supply.operation-optimization,energy-supply.networks-and-systems,beam-modeling.ultra-short-pulses,measurement-and-control.high-resolution-diagnostics,measurement-and-control.machine-learning",facility.energy-efficiency,,110,5E8,2.5E9,,,,,,,,,,false,,,,,,
:kit-atp/mcf,01: in preparation,,,Magnet Characterization Facilities,Magnet Characterization Facilities,MCF,MCF,"Das MCF umfasst Prüfstände für supraleitende, normalleitende und permanentmagnetische Systeme bei Raumtemperatur, in flüssigem Helium (LHe) und ohne Kryogen.","Das MCF umfasst Prüfstände für supraleitende, normalleitende und permanentmagnetische Systeme bei Raumtemperatur, in flüssigem Helium (LHe) und ohne Kryogen.",:kit-atp,,,/facility/,,,/facility-life-cycle/3.1_operation,,,:kit,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.aux.mcf,,,,,,,,,,,,,,,,,false,,,,,,
:kit-atp/mcf/casper-1,01: in preparation,,,CASPER I,CASPER I,,,"Testanlage, in der Spulen mit maximalen Abmessungen von 35 cm Länge und 30 cm Durchmesser zu Testzwecken in flüssiges Helium getaucht werden können (Quench-Tests und lokale Feldmessungen)",Test facility where coils with maximum dimensions of 35 cm length and 30 cm diameter can be immersed in liquid helium for testing (quench tests and local field measurements),:kit-atp/mcf,,,/facility/,,,/facility-life-cycle/3.1_operation,,,:kit,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.aux.mcf,,,,,,,,,,,,,,,,,false,,,,,,
:kit-atp/mcf/casper-2,01: in preparation,,,CASPER II,CASPER II,,,"Horizontaler, kryogenfreier Prüfstand für die Qualitätszertifizierung von neuen supraleitenden Systemen und Einschubgeräten bis zu 2 Metern Länge. ","Horizontal, cryogen-free test stand  for quality certification of new superconducting systems and insertion devices up to 2 metres in length. ",:kit-atp/mcf,,,/facility/,,,/facility-life-cycle/3.1_operation,,,:kit,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.aux.mcf,,,,,,,,,,,,,,,,,false,,,,,,
:bessy-2/01-electron-gun,01: in preparation,,,BESSY-II Elektronenquelle (1. Stufe des BESSY-II-Beschleunigerkomplexes),BESSY-II electron gun (1st stage of the BESSY-II accelerator complex),BESSY-II Elektronenquelle,BESSY-II electron gun,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,:bessy-2,,,/accelerator/linear-accelerator/,electrons,,/facility-life-cycle/3.1_operation,1998,,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,0,,,,,,,20000.0,,,,,true,,,,,,
:bessy-2/02b-linac,01: in preparation,,,BESSY-II-Linac (2. Stufe des BESSY-II-Beschleunigerkomplexes),BESSY-II linac (2nd stage of the BESSY-II accelerator complex),BESSY-II-Linac,BESSY-II linac,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,:bessy-2,,,/accelerator/linear-accelerator/,electrons,,/facility-life-cycle/3.1_operation,1998,,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,0.24,,,,,,,20000.0,,,,,true,,,,,,
:bessy-2/02a-racetrack-microtron,01: in preparation,,,BESSY-II Microtron (2. Stufe des BESSY-II-Beschleunigerkomplexes),BESSY-II microtron (2nd stage of the BESSY-II accelerator complex),BESSY-II Microtron,BESSY-II microtron,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,:bessy-2,:bessy-2/02a-racetrack-microtron,,/accelerator/microtron/racetrack-microtron,electrons,,/facility-life-cycle/3.1_operation,1998,,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,0.24,,,,,,,20000.0,,,,,true,,,,,,
:bessy-2/03-booster-synchrotron,01: in preparation,,,BESSY-II-Booster-Synchrotron (3. Stufe des BESSY-II-Beschleunigerkomplexes),BESSY-II booster synchrotron (3rd stage of the BESSY-II accelerator complex),BESSY-II-Booster-Synchrotron,BESSY-II booster synchrotron,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,Synchrotron-Strahlungsquelle der dritten Generation für weiche Röntgenstrahlung,:bessy-2,,,/accelerator/synchrotron/booster-synchrotron,electrons,,/facility-life-cycle/3.1_operation,1998,,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,0.24,,,,,,,20000.0,,,,,true,,,,,,
:bessy-2/04-storage-ring,01: in preparation,,,BESSY-II-Speicherring (Endstufe des BESSY-II-Beschleunigerkomplexes),BESSY-II storage ring (final stage of the BESSY-II accelerator complex),BESSY-II-Speicherring,BESSY-II storage ring,"Speicherring für Elektronen in einem Energiebereich von 0,9 bis 1,9 Milliarden Elektronenvolt und einem Umfang von 240 Meter.",Storage ring for electrons in an energy range of 0.9 to 1.9 billion electron volts and a circumference of 240 metres.,:bessy-2,,,/accelerator/synchrotron/storage-ring/,electrons,photons,/facility-life-cycle/3.1_operation,1998,,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,240,,1.7E9,,,,,20000.0,,,,,true,,,,,,
:cac/awake__run-2,01: in preparation,,,Fortgeschrittenes plasmabasiertes protonengetriebenes Beschleuningungsexperiment ,Advanced proton driven plasma Wakefield Acceleration Experiment ,AWAKE,AWAKE,"Machbarkeitsstudie über die Verwendung von Plasma-Wakefields, die von einem Protonenstrahl angetrieben werden, um geladene Teilchen zu beschleunigen.",Feasibility study on the use of plasma wakefields driven by a proton beam to accelerate charged particles.,:cac,:cac/awake__run-1,,/accelerating-process/plasma-based-acceleration/plasma-based_beam-driven_acceleration,protons,electrons,/facility-life-cycle/3.1_operation,2021,,:cern,false,/accelerator-application/science-application/accelerator-research,,https://home.cern/science/accelerators/awake,,accelerator-science.accelerators.awake,test-facilities,"materials.high-frequency-resonators,materials.sensor-materials,ultracompact.particle-beam-plasma-accelerator,beam-modeling.ultra-short-pulses",facility.size,,,,,,,,,,,,,,false,,,,,,
:bessy-2plus,01: in preparation,,,Berliner Elektronenspeicherring für Synchrotronstrahlung II,Berlin electron storage ring for synchrotron radiation II,BESSY II+,BESSY II+,,"The modernization scope for the accelerator complex will not only cover general preservation and modernization measures, e.g., the replacement of the uninterruptible power supply, the timing and synchronization systems, or old magnet power supplies but also includes technology development towards BESSY III. A project already advanced is the development of an active normal conducting 1.5 GHz higher harmonic cavity (HHC) with HOM damper within a European collaboration between ALBA, DESY, and HZB. The prototype, designed and purchased by ALBA and RF tested at HZB, is installed in the BESSY II storage ring [7]. Since autumn 2022 it is tested with beam and conditioned for user operation. Based on this experience, a new HHC system will be developed for BESSY II also including the option for a 1.75 GHz cavity system to generate a beating in the bunch focusing, allowing for simultaneously storing of short and long bunches. This development will lay the foundation for the respective RF systems for the next-generation light source BESSY III. Another important work package is the development of a BESSY II & BESSY III digital twin as a natural interface for the efficient implementation of digitalization measures [8,9]. This framework and methods are mandatory for the startup, commissioning, and efficient operation of BESSY III and are utilized already for the design process, e.g., in order to check for lattice robustness and develop simulated commissioning. The work package Permanent Magnets for Energy Efficiency within the BESSY II+ is mainly motivated by BESSY III. In order to improve sustainability and to reduce the power consumption of BESSY III, it is discussed to replace the wellestablished classical iron yoke electromagnet technology with permanent magnets wherever possible, i.e., at dipoles and quadrupoles. Therefore conceptional designs, prototyping, and testing under real operating conditions are necessary. Within BESSY II+, it is foreseen to replace a very powerhungry bending electromagnet in the transferline between booster and storage ring with a permanent magnet solution to gain experience and know-how [10]. Since the PTB has special requirements on the bending radiation source for metrology purposes, it is also discussed to replace two main bends of one double-bend-achromat section with permanent magnets.",,:bessy-2,/accelerator/synchrotron/booster-synchrotron,/facility/accelerator-based-facility/photon-source/synchrotron-light-source/3rd-generation,electrons,photons,/facility-life-cycle/3.1_operation,2028,2035,:hzb,true,/accelerator-application/science-application/matter-research/photon-science,,,,photon-science.bessy.bessy-ii,user-facilities,"energy-supply.operation-optimization,beam-modeling.machine-learning,measurement-and-control.machine-learning",,,240,,,,,,,20000.0,,,,,true,1E-10,10.1140/epjp/s13360-023-03957-8,2E3,,,
:lux/agnus,01: in preparation,,,Titan-Saphir-Laser ANGUS,Titanium-sapphire laser ANGUS,ANGUS,ANGUS,"Titan-Saphir-Lasersystem, das Lichtpulse mit einer Energie von bis zu 5 Joule und einer Dauer von etwa 30 Femtosekunden liefert",Titanium-sapphire laser system delivering pulses of up to 5 joules of energy with a pulse duration of about 30 femtoseconds,:lux,,,/accelerator-component/laser,photons,electrons,/facility-life-cycle/3.1_operation,,,:desy,false,/accelerator-application/science-application/accelerator-research,,,,accelerator-science.accelerators.lux,,"ultracompact.laser-plasma-accelerator,measurement-and-control.machine-learning","facility.size,beam.particle-energy-spread",,,,,,,,,,,,,,false,,,,:desy/m/mpl,,
:juSPARC/mira,01: in preparation,,,JuSPARC VEGA,JuSPARC VEGA,,,,,:juSPARC,,,/facility/laser-facility,photons,,/facility-life-cycle/3.1_operation,2019,,:fz-juelich,false,,,,,,,,,,,,,,,,,,,,,,false,,buscher_etal__2020__jusparc_julich_shortpulsed,,,,
