"id","meta.status","meta.changelog","meta.id","meta.parent","meta.parentId","meta.localId","label.long-form.de","label.longForm.en","label.shortForm.de","description.de","meta.reviewedBy","meta.organizationalLevel","meta.befideOrganizationCategories","links.homepage.de","links.homepage.en","head","headLiteral","peopleCount.uniqueProfessors","peopleCount.uniqueSeniorResearchers","peopleCount.uniquePostDocs","peopleCount.uniquePhdStudents","peopleCount.uniqueWorkingStudents_MSC","peopleCount.uniqueWorkingStudents_BSC"
"root.hzdr.strahlenphysik.hibef.bau-und-inbetriebnahme","01 in preparation",,"root.hzdr.strahlenphysik.hibef.bau-und-inbetriebnahme","root.hzdr.strahlenphysik.hibef","root.hzdr.strahlenphysik.hibef","bau-und-inbetriebnahme","Bau und Inbetriebnahme von HIBEF",,,"Das Ziel des Helmholtz International Beamline for Extreme Fields (HIBEF) Nutzer Konsortiums ist der Aufbau und der Betrieb unterschiedlicher Experimente an der High Energy Density (HED) Beamline des europäischen XFEL (X-Ray Free-Electron Laser) mit weltweit einzigartigen ultrakurzen und extrem lichtstarken Röntgenblitzen. Es ist als internationales Nutzer-Konsortium organisiert, um das höchste wissenschaftliche und technische Niveau der bereitgestellten Ausrüstung zu gewährleisten, die wiederum allen Wissenschaftlern zur Verfügung stehen. Im Fokus des Interesses steht die Physik der Hochenergiedichte, die Plasmaphysik, Geowissenschaft der Planeten, Hochdruckphysik und Physik der starken Felder, Magnetismus und korrelierte Elektronensysteme sowie Dynamik von Materialien.","schramm.ullrich","05 work group","hgf",,,,"PD Dr. Toma Toncian","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.hibef.hibef-2","01 in preparation",,"root.hzdr.strahlenphysik.hibef.hibef-2","root.hzdr.strahlenphysik.hibef","root.hzdr.strahlenphysik.hibef","hibef-2","HIBEF 2.0",,,,"schramm.ullrich","05 work group","hgf",,,,,"0","0","0","0","0","0"
"root.hzdr.strahlenphysik.hibef.laser-systeme","01 in preparation",,"root.hzdr.strahlenphysik.hibef.laser-systeme","root.hzdr.strahlenphysik.hibef","root.hzdr.strahlenphysik.hibef","laser-systeme","HIBEF Lasersysteme",,,,"schramm.ullrich","05 work group","hgf",,,,,"0","0","0","0","0","0"
"root.hzdr.strahlenphysik.hibef.starkfeld-qed","01 in preparation",,"root.hzdr.strahlenphysik.hibef.starkfeld-qed","root.hzdr.strahlenphysik.hibef","root.hzdr.strahlenphysik.hibef","starkfeld-qed","Starkfeld-QED",,,"Ein typisches Gedankenexperiment ist der ""Schwinger-Effekt"": Wenn ein externes elektrisches Feld stark genug ist um ein virtuelles Teilchen-Antiteilchen-Paar derart zu trennen dass die verrichtete Arbeit der Ruhenergie entspricht, dann wird das Paar real aufgrund der Masse-Energie-Äquivalenz. Somit könnte man Materie ""aus dem Nichts"" erschaffen.","schramm.ullrich","05 work group","hgf",,,,"Dr. Hans-Peter Schlenvoigt","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.kernphysik.detektorenentwicklung","01 in preparation",,"root.hzdr.strahlenphysik.kernphysik.detektorenentwicklung","root.hzdr.strahlenphysik.kernphysik","root.hzdr.strahlenphysik.kernphysik","detektorenentwicklung","Detektorentwick­lung für die Grund­lagen­for­schung",,,,"schramm.ullrich","05 work group","hgf",,,,"Prof. Dr. Daniel Bemmerer","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.kernphysik.kernphysikalische-daten","01 in preparation",,"root.hzdr.strahlenphysik.kernphysik.kernphysikalische-daten","root.hzdr.strahlenphysik.kernphysik","root.hzdr.strahlenphysik.kernphysik","kernphysikalische-daten","Kernphysikalische Daten für Wissen­schaft und Technik",,,,"schramm.ullrich","05 work group","hgf",,,,"Prof. Dr. Daniel Bemmerer","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.kernphysik.nukleare-astrophysik","01 in preparation",,"root.hzdr.strahlenphysik.kernphysik.nukleare-astrophysik","root.hzdr.strahlenphysik.kernphysik","root.hzdr.strahlenphysik.kernphysik","nukleare-astrophysik","Nukleare Astrophysik",,,,"schramm.ullrich","05 work group","hgf",,,,"Prof. Dr. Daniel Bemmerer","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.kernphysik.pas","01 in preparation",,"root.hzdr.strahlenphysik.kernphysik.pas","root.hzdr.strahlenphysik.kernphysik","root.hzdr.strahlenphysik.kernphysik","pas","Posi­tronen­-Annihilations-Spektroskopie",,,,"schramm.ullrich","05 work group","hgf",,,,"Dr. Andreas Wagner","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.anwendung","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.anwendung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","anwendung","Anwendungs­orien­tier­te Laser-Teilchenbeschleuni­gung",,,,"schramm.ullrich","05 work group","hgf",,,,"Josefine Metzkes-Ng","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.computergestuetzte-strahlenphysik","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.computergestuetzte-strahlenphysik","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","computergestuetzte-strahlenphysik","Computergestützte Strahlenphysik",,,,"schramm.ullrich","05 work group","hgf",,,,"Michael Bussmann","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.draco","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.draco","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","draco","Hochleis­tungs­laser DRACO",,,"Mit dem kontinuierlich weiterentwickelten Ultrakurzpuls Hochleistungslaser DRACO
steht ein auf die Laserteilchenbeschleunigung zugeschnittenes 150 Terawatt / Petawatt
Zweistrahlsystem mit dedizierter Diagnostik zur Verfügung, das in zwei unabhängigen
Messumgebungen eingesetzt werden kann.","schramm.ullrich","05 work group","hgf",,,"schramm.ullrich",,"0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.leb","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.leb","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","leb","Laser-Elek­tronen­ Beschleuni­gung",,,,"schramm.ullrich","05 work group","hgf",,,,"Arie Irman","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.lib","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.lib","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","lib","Laser-Ionenbeschleunigung",,,,"schramm.ullrich","05 work group","hgf",,,,"Karl Zeil","0","0","0","0","0","0"
"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.penelope","01 in preparation",,"root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung.penelope","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","root.hzdr.strahlenphysik.laser-teilenchen-beschleunigung","penelope","PEnELOPE","Diodengepump­ter PW Laser PENELOPE",,"Penelope steht für die Entwicklung eines energieeffizienten Hochleistungslasers, der durch Diodenlasertechnologie
Petawatt Spitzenleistung und hohe Pulsenergie bei hoher Pulswiederholrate verbindet. Perspektivisch wird das System
für die Laser-Ionenbeschleunigung optimiert.","schramm.ullrich","05 work group","hgf",,,,"PEnELOPE Team","0","0","0","0","0","0"
"root.kit.division-5.ibpt.ardop1.accelerators","02 ready for review",,"root.kit.division-5.ibpt.ardop1.accelerators","root.kit.division-5.ibpt.ardop1","root.kit.division-5.ibpt.ardop1","accelerators","Bechleuniger","Accelerators","Accs","Accelerators","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d1.php","https://www.ibpt.kit.edu/d1.php",,,"0","1","0","0","0","0"
"root.kit.division-5.ibpt.ardop1.accelerators.bdt","02 ready for review",,"root.kit.division-5.ibpt.ardop1.accelerators.bdt","root.kit.division-5.ibpt.ardop1.accelerators","root.kit.division-5.ibpt.ardop1.accelerators","bdt","Strahldynamik & Theorie","Beam Dynamics & Theory ","BDT","Beam Dynamics & Theory ","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d1.php","https://www.ibpt.kit.edu/d1.php",,,"0","1","1","5","0","0"
"root.kit.division-5.ibpt.ardop1.accelerators.ci","02 ready for review",,"root.kit.division-5.ibpt.ardop1.accelerators.ci","root.kit.division-5.ibpt.ardop1.accelerators","root.kit.division-5.ibpt.ardop1.accelerators","ci","Steuerung & Instrumente","Controls & Instrumentation","CI","Controls & Instrumentation","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d1.php","https://www.ibpt.kit.edu/d1.php",,,"0","1","0","0","0","0"
"root.kit.division-5.ibpt.ardop1.accelerators.facilities","02 ready for review",,"root.kit.division-5.ibpt.ardop1.accelerators.facilities","root.kit.division-5.ibpt.ardop1.accelerators","root.kit.division-5.ibpt.ardop1.accelerators","facilities","Anlagen","Facilities","Facs","Facilities","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d1.php","https://www.ibpt.kit.edu/d1.php",,,"0","2","2","1","0","0"
"root.kit.division-5.ibpt.ardop1.thzir","02 ready for review",,"root.kit.division-5.ibpt.ardop1.thzir","root.kit.division-5.ibpt.ardop1","root.kit.division-5.ibpt.ardop1","thzir","THz/IR-Anwendungen","Applications THz/IR ","ThZIR","Applications THz/IR ","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d1.php","https://www.ibpt.kit.edu/d1.php",,,"0","1","2","0","0","0"
"root.kit.division-5.ibpt.ardop2.aac","01 in preparation",,"root.kit.division-5.ibpt.ardop2.aac","root.kit.division-5.ibpt.ardop2","root.kit.division-5.ibpt.ardop2","aac","Neue Beschleunigerkonzepte","New Accelerator Concepts ","AAC","Advanced Accelerator Concepts ","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_AAC.php","https://www.ibpt.kit.edu/d2_AAC.php",,,"0","1","1","1","0","0"
"root.kit.division-5.ibpt.ardop2.aac.it","01 in preparation",,"root.kit.division-5.ibpt.ardop2.aac.it","root.kit.division-5.ibpt.ardop2.aac","root.kit.division-5.ibpt.ardop2.aac","it","IT","IT","IT",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_IT.php","https://www.ibpt.kit.edu/d2_IT.php",,,"0","1","0","0","0","0"
"root.kit.division-5.ibpt.ardop2.aac.team-aac","01 in preparation",,"root.kit.division-5.ibpt.ardop2.aac.team-aac","root.kit.division-5.ibpt.ardop2.aac","root.kit.division-5.ibpt.ardop2.aac","team-aac","Team AAC","Team NAC","AAC","Advanced Accelerator Concepts ","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_AAC.php","https://www.ibpt.kit.edu/d2_AAC.php",,,"0","1","1","1","0","0"
"root.kit.division-5.ibpt.ardop2.drd.ai","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.ai","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","ai","Team AI4Accelerators","Team AI4Accelerators","AI","AI4Accelerators","härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","1","0","1","0","0"
"root.kit.division-5.ibpt.ardop2.drd.funkner","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.funkner","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","funkner","Team Funker","Team Funker",,,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"-1","-1","-1","-1","-1","-1"
"root.kit.division-5.ibpt.ardop2.drd.gethmann","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.gethmann","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","gethmann","Team Gethmann","Team Gethmann","GTHMNN",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","0","1","0","0","0"
"root.kit.division-5.ibpt.ardop2.drd.nasse","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.nasse","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","nasse","Team Nasse","Team Nasse","NSS",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","1","0","1","0","0"
"root.kit.division-5.ibpt.ardop2.drd.niehues","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.niehues","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","niehues","Team Niehues","Team Niehues","NHS",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","1","1","1","0","0"
"root.kit.division-5.ibpt.ardop2.drd.steinmann","02 ready for review",,"root.kit.division-5.ibpt.ardop2.drd.steinmann","root.kit.division-5.ibpt.ardop2.drd","root.kit.division-5.ibpt.ardop2.drd","steinmann","Team Steinmann","Team Steinmann","STMNN",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","0","1","0","0","0"
"root.kit.division-5.ibpt.ardop2.id","01 in preparation",,"root.kit.division-5.ibpt.ardop2.id","root.kit.division-5.ibpt.ardop2","root.kit.division-5.ibpt.ardop2","id","Gruppe Insertion Devices","Group Insertion Devices","ID",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_ID.php","https://www.ibpt.kit.edu/d2_ID.php",,"Prof. Dr.-Ing. Steffen Grohmann","0","4","0","0","0","0"
"root.kit.division-5.ibpt.ardop2.id.grau","02 ready for review",,"root.kit.division-5.ibpt.ardop2.id.grau","root.kit.division-5.ibpt.ardop2.id","root.kit.division-5.ibpt.ardop2.id","grau","Team Grau","Team Grau","FNKR",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","1","0","1","0","0"
"root.kit.division-5.ibpt.ardop2.id.saez-de-jauregui","02 ready for review",,"root.kit.division-5.ibpt.ardop2.id.saez-de-jauregui","root.kit.division-5.ibpt.ardop2.id","root.kit.division-5.ibpt.ardop2.id","saez-de-jauregui","Team Saez de Jauregui","Team Saez de Jauregui","FNKR",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/d2_DRD.php","https://www.ibpt.kit.edu/d2_DRD.php",,,"0","1","0","1","0","0"
"root.kit.division-5.ibpt.sst","01 in preparation",,"root.kit.division-5.ibpt.sst","root.kit.division-5.ibpt","root.kit.division-5.ibpt","sst","Research Group Superconducting System Technology","Research Group Supraleitende Systemtechnologie","SST",,"härer.bastian","05 work group","university,hgf","https://www.ibpt.kit.edu/RG_sst.php","https://www.ibpt.kit.edu/RG_sst.php",,"Prof. Dr.-Ing. Steffen Grohmann","0","0","0","2","1","0"
"root.tu-darmstadt.fb-etit.temf.bp.achip","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.bp.achip","root.tu-darmstadt.fb-etit.temf.bp","root.tu-darmstadt.fb-etit.temf.bp","achip","Forschungsgruppe ACHIP","Research Group ACHIP","ACHIP",,"boine-frankenheim.oliver","05 work group","university","https://www.bp.tu-darmstadt.de/bp_forschung/achip/achip.de.jsp",,"boine-frankenheim.oliver",,"0","-1","-1","-1","-1","-1"
"root.tu-darmstadt.fb-etit.temf.bp.fair","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.bp.fair","root.tu-darmstadt.fb-etit.temf.bp","root.tu-darmstadt.fb-etit.temf.bp","fair","Forschungsgruppe FAIR","Research Group FAIR","FAIR","Entwicklung und Überprüfung von Computermodellen für Ionenstrahlen, Kollektive Effekte in Ionenstrahlen","boine-frankenheim.oliver","05 work group","university","https://www.bp.tu-darmstadt.de/bp_forschung/fair/fair.en.jsp",,,,"0","-1","-1","-1","-1","-1"
"root.tu-darmstadt.fb-etit.temf.bp.light","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.bp.light","root.tu-darmstadt.fb-etit.temf.bp","root.tu-darmstadt.fb-etit.temf.bp","light","Forschungsgruppe Laser Ion Generation, Handling and Transport","Research Group Laser Ion Generation, Handling and Transport","LIGHT",,"boine-frankenheim.oliver","05 work group","university","https://www.bp.tu-darmstadt.de/bp_forschung/light/light.de.jsp",,,,"0","-1","-1","-1","-1","-1"
"root.tu-darmstadt.fb-etit.temf.bp.puma","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.bp.puma","root.tu-darmstadt.fb-etit.temf.bp","root.tu-darmstadt.fb-etit.temf.bp","puma","Forschungsgruppe Laser Ion Generation, Handling and Transport","Chair of Electromagnetic Field Theory","PUMA","Im Forschungsprojekt PUMA soll eine mobile Penning-Malmberg Falle konstruiert werden, um Anitprotonen vom ELENA Speicherring am CERN zur ISOLDE Facility zu transportieren. Dort sollen die Antiprotonen mit exotischen Kernen zur Kollision gebracht werden.","boine-frankenheim.oliver","05 work group","university","https://www.bp.tu-darmstadt.de/bp_forschung/puma/puma.de.jsp",,,,"0","-1","-1","-1","-1","-1"
"root.tu-darmstadt.fb-etit.temf.emft.command","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.emft.command","root.tu-darmstadt.fb-etit.temf.emft","root.tu-darmstadt.fb-etit.temf.emft","command","Forschungsgruppe Computational Magnet Analysis and Dynamics","Research Group Computational Magnet Analysis and Dynamics","COMMAND",,"de-gersem.herbert","05 work group","university","https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/computational_magnet_analysis_and_dynamics.de.jsp",,,"Dr.-Ing. Laura D‘Angelo","-1","1","0","5","0","0"
"root.tu-darmstadt.fb-etit.temf.emft.gekoppelte-systeme","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.emft.gekoppelte-systeme","root.tu-darmstadt.fb-etit.temf.emft","root.tu-darmstadt.fb-etit.temf.emft","gekoppelte-systeme","Forschungsgruppe Gekoppelte Probleme","Research Group Coupled Problems","CP",,"de-gersem.herbert","05 work group","university","https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/arbeiitsgruppe_gekoppelte_probleme.de.jsp",,,"PD Dr. rer. nat. Erion Gjonaj","-1","1","0","5","0","0"
"root.tu-darmstadt.fb-etit.temf.emft.hochfrequenztechnik","02 ready for review",,"root.tu-darmstadt.fb-etit.temf.emft.hochfrequenztechnik","root.tu-darmstadt.fb-etit.temf.emft","root.tu-darmstadt.fb-etit.temf.emft","hochfrequenztechnik","FG Hochfrequenztechnik","RG High Frequency Technology","HFT",,"de-gersem.herbert","05 work group","university","https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/hochfrequenztechnik_responsive.de.jsp",,,"Dr.-Ing. Wolfgang Ackermann","-1","1","0","5","0","0"
"root.tu-darmstadt.institut-kernphysik.ag-enders","02 ready for review",,"root.tu-darmstadt.institut-kernphysik.ag-enders","root.tu-darmstadt.institut-kernphysik","root.tu-darmstadt.institut-kernphysik","ag-enders","Arbeitsgruppe Enders","Research Group Enders","AGE","Experimentelle und technische Kern- und Beschleunigerphysik","arnold.michaela","05 work group","university","https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_j_enders/index.en.jsp",,"enders.joachim",,"1","0","2","3","2","3"
"root.tu-darmstadt.institut-kernphysik.ag-obertelli","02 ready for review",,"root.tu-darmstadt.institut-kernphysik.ag-obertelli","root.tu-darmstadt.institut-kernphysik","root.tu-darmstadt.institut-kernphysik","ag-obertelli","Arbeittsgruppe Obertelli","Research Group Obertelli","AGO","Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","arnold.michaela","05 work group","university","https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_a_obertelli/index.en.jsp",,,"Prof. Dr. Alexandre Obertelli","1","8","6","24","4","4"
"root.tu-darmstadt.institut-kernphysik.ag-pietralla","02 ready for review",,"root.tu-darmstadt.institut-kernphysik.ag-pietralla","root.tu-darmstadt.institut-kernphysik","root.tu-darmstadt.institut-kernphysik","ag-pietralla","Arbeittsgruppe Pietralla","Research Group Pietralla","AGP","Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","arnold.michaela","05 work group","university","https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_n_pietralla/index.en.jsp",,"pietralla.norbert",,"1","8","6","24","4","4"
"root.tu-darmstadt.institut-kernphysik.ag-roth","01 in preparation",,"root.tu-darmstadt.institut-kernphysik.ag-roth","root.tu-darmstadt.institut-kernphysik","root.tu-darmstadt.institut-kernphysik","ag-roth","Arbeitsgruppe Roth","Research Group Roth","AGR","Laser- und Plasmaphysik","arnold.michaela","05 work group","university","https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_m_roth/index.de.jsp",,"markus.roth",,"1","1","1","11","2","2"
"root.uni-erlangen.physik-department.laser-physics.achip","01 in preparation",,"root.uni-erlangen.physik-department.laser-physics.achip","root.uni-erlangen.physik-department.laser-physics","root.uni-erlangen.physik-department.laser-physics","achip","Accelerator on a Chip International Program","Accelerator on a Chip International Program","ACHIP",,"hommelhoff.peter","05 work group","university",,,"hommelhoff.peter",,"3","3","16","0","6","1"
"root.uni-hamburg.min.physik.experimental-physik.ag-gruener.lux","02 ready for review",,"root.uni-hamburg.min.physik.experimental-physik.ag-gruener.lux","root.uni-hamburg.min.physik.experimental-physik.ag-gruener","root.uni-hamburg.min.physik.experimental-physik.ag-gruener","lux","Neuartige Röntgenlichtquellen basierend auf Plasma-Wakefield-Beschleunigung","Novel X-ray light sources based on plasma-wakefield acceleration","AG Grüner / LUX",,"grüner.florian","05 work group","university",,,"grüner.florian",,"0","5","0","0","0","0"
"root.uni-hamburg.min.physik.experimental-physik.ag-hillert.seeding","02 ready for review",,"root.uni-hamburg.min.physik.experimental-physik.ag-hillert.seeding","root.uni-hamburg.min.physik.experimental-physik.ag-hillert","root.uni-hamburg.min.physik.experimental-physik.ag-hillert","seeding","Fortgeschrittene Seeding-Techniken für XUV- und Angström-Strahlung","Advanced Seeding Techniques for XUV and Angstrom Radiation","AST",,"hillert.wolfgang","05 work group","university",,,"hillert.wolfgang",,"0","2","2","0","0","0"
"root.uni-hamburg.min.physik.experimental-physik.ag-hillert.srfc","02 ready for review",,"root.uni-hamburg.min.physik.experimental-physik.ag-hillert.srfc","root.uni-hamburg.min.physik.experimental-physik.ag-hillert","root.uni-hamburg.min.physik.experimental-physik.ag-hillert","srfc","Supraleitende Hochfrequenz- Resonatoren","Superconducting Radio-Frequency Cavities","SRFC",,"hillert.wolfgang","05 work group","university",,,"hillert.wolfgang",,"0","2","0","0","0","0"